ROG (A),CV (J/K),TAUS (fs)
15.79025491,0.639329745,102979.198
17.10548976,0.685502108,134642.199
14.90623192,0.747775413,77223.018
14.21081454,0.759970952,62703.746
14.54252763,1.010141187,68027.951
12.47236345,2.651367064,30296.961
14.76666178,0.711345871,81979.854
14.25837859,0.815331977,66630.768
14.08884346,0.811868774,62946.47
15.85550062,0.600747494,99424.699
14.65580261,0.729936602,73947.84
16.38217629,0.608586351,114302.669
14.52808625,0.948670326,74562.4
14.78782946,0.686895583,73430.241
14.72196488,0.844128521,76031.794
16.21220836,0.597264623,107792.981
14.83918327,0.789478777,80586.423
14.00373343,0.661419789,59096.49
14.20253393,0.829096711,68187.282
14.49901273,0.851002073,73806.214
14.36858379,0.816277951,73100.637
15.45161869,0.690421524,93431.393
15.23036342,0.686842406,87311.934
16.94039344,0.622893585,121603.626
17.86543059,0.690448306,140533.729
15.313895,0.865605176,86979.374
15.32440113,0.611344009,84217.702
15.26180134,0.725062064,89446.641
22.32763019,0.960905609,309704.391
14.71447621,0.828468154,77120.116
14.23754052,0.860965507,61043.896
14.68501038,0.741582808,73705.392
17.26022103,0.630142058,132808.448
16.6483804,0.628780505,118175.91
15.00761607,0.842261312,79607.656
16.01686268,0.749047811,98706.77
15.06751008,0.678768139,73405.307
15.71360684,0.705544752,97323.409
14.59497653,0.812340741,74017.731
15.17820115,0.816800332,86543.151
15.55656935,0.663480037,91107.965
15.94931096,0.678368907,102072.035
14.28131962,0.862790824,63731.84
14.22442512,0.852475639,68951.393
14.97306014,0.871440477,75068.834
14.22391121,0.770664431,64373.771
14.58925803,0.852781932,76926.668
15.21222206,0.658242994,79056.118
15.30855349,0.800674706,90143.948
14.94521127,0.824457045,77999.601
14.69054458,0.728766756,69959.692
15.00517311,0.741134534,77172.168
15.08543437,0.81763374,82405.52
15.35732822,0.683535887,93523.684
15.22994058,0.73793513,87319.148
17.72535782,0.742655486,151566.645
14.48000794,1.044464434,67335.85
15.03389903,0.70299231,76046.145
15.2954418,0.70354908,81405.58
15.20483805,0.753205485,83842.296
15.18960763,0.712455463,83046.012
21.48637754,0.904592582,279226.459
15.00180089,0.93488265,82596.639
14.76108702,0.960119322,74244.285
16.30757493,0.629766582,111783.208
14.48080419,0.792100741,70473.365
14.47189932,0.866669175,63519.376
14.71438854,0.801433649,77549.557
15.61273583,0.787063425,98837.491
15.10941329,0.652722645,82606.587
16.35335623,0.639970681,103635.275
14.3300164,1.027856353,72446.749
15.0304624,0.793398241,83263.169
15.05159194,0.693874258,81249.975
15.48515741,0.866575716,94692.978
15.09146083,0.876594993,83161.992
15.30981972,0.806890475,91627.141
15.18903749,0.90932395,85589.58
15.48025581,0.736572107,89903.027
16.50884581,0.69049584,104589.434
19.45787398,0.76504265,202877.466
15.76754293,0.83137879,92839.102
14.45414923,0.841760337,69969.835
14.88020766,0.879758338,76456.304
14.54516552,0.746216894,62874.877
14.58998492,0.789469833,65354.691
14.69153021,0.802476549,71440.697
15.6048595,0.792850378,94504.81
15.80374259,0.887940467,90690.162
15.96855973,0.726014034,104656.132
18.40070651,0.713342151,171888.089
15.00209785,0.784673753,79137.836
15.67407637,0.812517677,102519.193
15.34825234,1.075545316,87706.387
15.37317534,0.782745721,86996.858
15.6229085,0.816541334,92946.495
16.1706818,0.706770176,104769.908
15.26979797,0.897406415,90705.594
16.49352267,0.636384813,106814.132
15.2158539,0.819246205,82113.854
14.7685375,0.82474178,74793.991
15.22144671,0.941914122,92244.661
16.01330416,0.644474851,93624.044
15.29377194,0.965556052,93955.042
15.51062217,0.812559309,86873.05
15.13166878,0.722124167,78285.837
14.9177991,0.872610196,75297.839
16.33832213,0.959232354,117027.181
17.84185136,0.683673554,147260.036
15.38309104,0.747829065,89501.514
15.41443447,0.703923964,81700.23
15.08953843,0.800225091,86863.417
15.63642254,0.713725042,93871.998
15.64834911,0.659130478,95776.747
14.92869418,0.883001972,74278.955
13.6104346,2.577845289,46161.353
15.72255704,0.730404459,97026.296
15.84447632,0.693033061,102010.057
14.75598557,0.842798163,72165.994
14.67852206,0.784591772,67809.8
15.03195862,0.980531884,77598.08
16.05917619,0.729758168,107272.413
15.88562935,0.816913947,87302.145
14.99777684,0.889874314,73163.91
15.78464412,0.80031194,93466.369
14.88544793,1.238233903,77303.909
15.47457366,0.936539956,91036.977
15.83915623,0.726479534,96794.111
15.59128218,0.79326586,94850.602
15.6589211,0.940955837,97176.468
15.68864016,0.875347858,93564.181
16.09739016,0.833009544,107084.242
16.0413818,0.798355922,107465.034
15.15846793,1.219953446,74562.397
15.13119196,1.056154445,82406.294
17.75318563,0.684050383,143356.731
14.77918198,0.855162,68629.235
15.43572318,0.805694654,83223.644
16.22409597,0.654176851,100164.785
16.12483829,0.815866648,102743.103
17.55044558,0.905750772,147233.39
14.90377704,1.819744668,71068.003
15.22982502,1.097423381,89280.066
15.8016439,0.763465504,94442.214
16.78447259,0.689608725,123986.639
15.89967358,0.869744902,110208.547
16.14880274,0.808636568,109473.612
15.67738148,0.977827204,85762.284
15.24048031,1.000744193,84311.198
16.76268385,0.749643969,114450.313
16.71045242,0.737424194,120597.315
15.47086326,0.906218322,91659.342
15.57102566,0.84378193,95104.613
16.89663576,0.669688557,116317.58
15.30126237,0.885071148,75751.082
13.46082873,2.531304872,44834.046
15.07703552,0.86930889,80302.86
15.28199365,1.079475862,82489.045
14.97594304,0.954838053,75408.549
16.99644522,0.711846133,130444.388
16.45731995,0.881800669,120125.226
15.3068795,0.867487431,87022.762
15.85734246,0.796784182,94486.647
15.40608224,0.901694473,83493.647
14.98736902,1.308948863,84055.225
15.5727618,0.804381322,93565.96
15.9766852,0.754722876,93280.625
15.08000199,1.765497389,81051.32
15.29381901,0.981161914,82875.264
17.20815562,0.677784799,133384.225
17.43401073,0.701428441,128193.607
15.70013057,0.812881606,93110.253
15.02433825,0.783522384,73088.162
15.56573898,1.323728555,92232.891
15.32804913,1.038749388,78623.293
15.89523042,0.821051639,94580.185
16.35421872,0.756266136,105539.459
15.85813451,0.860345114,93127.071
15.66749789,0.942275865,87723.808
20.94585687,0.857498872,262966.984
15.19202488,1.004640057,81871.91
14.90250717,2.388492192,69611.164
16.08035416,1.054274203,110962.702
15.14047886,0.900939522,76441.85
17.24312878,0.699213995,134285.885
16.4238543,0.815877713,111083.49
13.10502728,3.624483123,35741.338
15.26396541,0.870937068,81332.146
15.1844045,1.083350118,76554.12
15.65598512,1.068695921,93893.11
12.67144901,3.678060762,34112.299
15.57021259,0.957328198,89649.086
16.36661419,0.8328164,111419.328
15.83698393,1.009438663,96172.112
15.99075577,1.057663945,100350.54
15.78143498,1.047573444,102331.129
15.71101461,0.853674575,80502.394
18.23049149,0.713917567,157791.665
15.70814056,1.125487507,90517.691
15.92795687,0.842268808,100039.709
15.98274851,0.865442943,97220.344
17.27052431,0.73616566,130092.358
15.91186633,1.201542631,97817.593
16.9607149,0.865343248,121069.27
16.2241801,0.869622357,98341.848
16.67559624,1.276703955,117406.15
15.13794933,1.274354036,78596.235
15.35651328,1.047729634,78176.954
15.58654452,1.411805951,84654.615
16.38996126,0.953342468,107782.884
15.56221899,1.320417093,92568.521
15.52953863,1.248377517,97092.618
15.56097105,0.949893596,89045.184
15.83333067,1.053379037,98585.333
17.80356593,0.719095445,143892.164
15.49284383,1.104445444,85038.222
15.79471399,0.909429661,90348.396
15.65471431,0.968533498,98222.688
14.10042092,2.469336089,60686.095
17.85358171,0.694261957,138589.787
16.93179612,0.733365904,110949.943
15.46847116,1.133244933,87655.67
18.66988056,0.757879018,165735.258
16.15731506,0.93930771,104933.314
16.19404119,0.827405397,101129.272
15.69554937,0.805576317,84451.653
16.69864276,0.761824755,117415.972
18.82536905,0.79269142,166869.746
17.48659915,0.733641579,140757.866
15.52110724,1.385873465,91578.413
17.06744298,0.748122209,123382.761
15.58193281,1.678177346,95798.953
16.36215542,0.994846022,110004.863
18.23048573,0.708186632,144051.218
15.64217824,1.225190445,91014.924
16.32216683,0.80938595,112317.787
16.37660923,1.067724928,104461.514
15.68123847,1.056063907,95201.07
14.78300003,1.298929074,82747.803
15.70927911,1.032277815,98569.437
15.74006639,0.984639234,95176.613
16.09452422,0.956310035,100993.161
15.43200603,1.044967859,83664.26
14.74240923,1.4284364,71106.387
15.83404118,1.066595327,103807.017
16.01786596,0.96794504,105269.252
15.90740079,0.869743564,99359.09
17.10736274,0.837415094,137593.698
15.84439901,1.210096189,105109.66
17.40997932,0.799592618,135268.673
18.51745123,0.732700735,173828.54
15.95681547,1.226628328,99703.461
14.2125325,3.165982347,62013.795
15.68491313,0.942711183,89324.899
16.00550062,0.969935912,107577.749
16.03536966,1.031958786,104185.505
16.24104646,0.911816846,105122.687
15.65542462,1.106798541,87885.348
17.59262885,0.740118963,138105.642
16.44964954,0.884335695,115321.187
20.67870547,0.834490638,258577.268
16.13144538,1.284564012,97762.286
17.22691441,0.819778658,135182.302
16.35512886,0.890241954,101322.885
15.78884986,1.320152986,95625.009
18.54496212,0.72460403,184166.385
16.36967623,1.392741275,110600.396
15.80085662,0.92550853,90040.111
16.18568287,1.347686339,94446.654
16.23240216,1.059761383,105473.842
17.01072368,0.783553594,114339.106
17.99994944,0.719568781,161671.657
15.95307933,1.023200415,92603.922
16.17758727,0.917246319,104693.637
16.14551733,0.978161964,97516.266
15.81739264,1.163859738,104204.596
15.83596476,0.963324451,88307.011
18.47666122,0.751809044,177561.238
16.5897613,0.985052655,124719.295
16.8683704,0.975448317,125301.461
16.01362982,1.041887239,92916.699
16.09362203,1.256626414,99103.796
18.26966557,0.749208869,160715.332
17.80399618,0.895462525,154132.34
19.86932057,0.79910416,214472.449
16.38012485,1.210800677,95108.541
16.02393085,0.883379837,93379.587
17.4205264,1.388300698,139299.542
16.11413665,1.045522627,109268.385
16.14660491,1.144773594,106749
18.31106305,0.801505674,168386.452
16.12171858,1.432835654,108974.635
16.04302808,1.167565977,107550.979
17.93543337,0.830200281,158211.814
16.1671191,1.277505907,107145.655
17.16605313,1.30510766,110745.12
16.63002826,0.916089653,104193.978
16.82511278,1.129756195,128031.733
17.46436715,0.955756119,142704.917
15.67306192,1.11657691,90630.623
17.13469667,0.95185649,133255.48
15.85204656,1.05505897,93825.296
16.71664619,0.988440636,123402.091
16.55990036,1.04787199,118964.138
16.20365298,1.185261909,99539.297
19.08753153,0.77426142,163672.587
15.92516688,1.239337619,99310.516
16.03969451,1.377712232,97360.058
16.0833305,1.364790721,101766.648
16.08644896,1.12361476,95993.255
16.59131158,1.020994622,113647.894
17.34538901,1.152607183,124238.769
17.38213681,0.894176654,132370.563
17.15548076,0.881878618,125995.717
15.81906982,1.671886004,85312.42
16.34466335,1.008466782,102949.901
15.73970457,1.800828458,97579.712
15.94891093,1.62945002,98764.567
16.51907261,1.010160429,116883.4
16.33002511,0.949908985,101397.135
16.03911126,1.569473216,103554.373
16.98258137,0.914220817,122377.933
15.89276565,1.303410397,100050.058
16.62466421,1.86508341,105555.367
16.58847913,1.228230696,108674.443
16.54782765,1.097299746,116196.302
20.23764314,0.827734189,236449.169
19.22494733,0.798290853,212957.801
17.91476235,0.927494302,156759.353
20.89868632,0.856703828,231154.186
16.70168135,1.131361669,116528.223
16.45650024,1.131520294,109413.572
16.33722712,1.348448897,104515.059
19.74037183,0.854322941,201586.398
16.63686359,1.248371444,125019.075
16.34498853,1.427881055,104797.809
18.49260312,0.774231956,166236.288
16.37731602,1.068459889,99457.875
16.68910543,1.108334783,114600.554
16.58977516,4.881959786,103624.403
18.80819582,0.757361056,180199.297
18.69609665,0.984102736,165682.803
16.41228229,1.175995503,108134.993
17.10291233,1.136992537,143508.589
17.33116788,0.883925752,131073.47
17.57061496,0.97526277,151153.375
14.81196645,3.260414786,61942.869
17.61587523,1.054068617,135857.498
16.47040588,1.076150642,106654.697
16.36247903,1.42365753,108043.592
16.16537782,1.19181964,105297.488
17.22072647,0.952893266,130593.444
16.45966464,1.270788467,114174.999
17.80243158,0.992246551,150014.391
16.85196902,1.216459875,117631.006
17.4820548,1.04723915,138432.858
16.58670009,1.48898603,115202.186
17.17991123,1.073300502,127958.088
17.31853718,1.035078138,137739.508
16.50169264,1.759220301,113980.974
16.94829106,1.23692987,122434.855
17.90579208,1.054314515,160859.875
17.69080637,1.051246362,150279.011
17.85880427,0.878749128,144453.157
18.07971598,0.822238839,153714.029
16.58093212,1.467867191,111240.964
16.70692012,1.315024932,118596.739
17.44814145,0.880725245,129767.293
18.75855965,1.051778837,178538.575
17.86961331,0.95263776,159143.218
16.90071359,1.229309586,122440.204
15.95079058,1.787732101,102421.133
16.96110521,1.320264608,119713.74
16.63371516,2.059306073,103618.365
18.75332664,0.936055926,192595.27
16.12570743,3.348806366,100215.309
16.96778948,1.245471292,119004.391
16.62245168,1.271619789,109131.417
17.39442526,0.986374473,130266.508
16.68322361,1.36980503,115967.552
17.74145034,0.842074691,117899.729
19.50409265,0.900756553,210207.552
16.99165442,1.270548055,127803.56
17.25023043,1.056699556,126567.869
20.45545062,0.861247743,242765.24
17.56203946,1.729915523,142570.095
16.67472429,1.335902968,111195.268
17.94658129,1.149859758,152934.022
17.62827558,2.813185216,155220.957
20.03811094,0.842908138,215136.028
17.16827481,1.403152442,128305.998
17.34564527,1.378791669,140268.459
16.34613073,1.4870157,99256.766
16.70706826,1.244656153,116614.272
16.15767588,1.232026537,93577.611
17.33695533,1.294762138,129993.472
17.35204887,1.401615753,127880.683
17.18070051,1.147054382,120388.379
17.59822718,0.906558013,138064.599
18.28480298,0.913381428,143261.272
17.8272805,0.957313144,144764.795
18.70707246,0.88448842,173079.775
16.88707583,1.498815412,120216.244
17.05316305,1.477560775,124844.701
16.5874341,1.412412835,110321.051
17.05527426,1.153758767,120986.254
18.38273103,1.019504695,175842.795
17.13694343,1.295893964,114154.107
17.4472568,1.132259677,140313.039
18.41672881,0.888579202,167089.278
15.47294865,2.880457966,79774.006
19.44931207,0.851763951,188133.626
17.06220033,1.033685866,114735.782
16.75241684,1.095721528,110743.959
17.41630271,1.602518147,133833.937
17.03870652,2.157714645,110771.785
17.34586752,1.642745435,140664.771
17.36876852,1.458742318,132110.631
16.26709624,2.340009971,110378.919
18.09589954,1.012343948,155985.648
17.46680366,1.191082062,133752.067
17.9691967,1.309721779,143426.62
17.20970453,1.513484047,131042.718
17.19304103,1.574081748,126376.028
18.80012899,1.409278232,176898.73
17.77075322,1.506777789,146726.75
18.77608026,1.402757867,178393.46
17.68664016,0.982195417,134071.227
17.12068895,1.68929622,133272.935
18.11205041,1.309381192,146284.492
17.69192273,1.227920265,147422.957
17.93405922,1.140908664,150606.15
17.43077537,1.390173498,138939.307
18.64913188,1.026889025,174155.753
16.79763763,1.467740841,118865.434
21.03317261,0.865516567,244893.804
17.60141585,1.156495014,135775.099
17.54022406,1.201988742,132182.545
16.91829926,2.834633251,123922.573
17.67349909,1.056601529,133225.619
17.04134472,1.315544733,122853.302
19.55275479,0.819208278,200730.315
17.39035796,1.38865045,125920.704
18.72950293,0.975307283,186903.081
18.46911043,0.892276958,151669.442
17.07537642,1.410125997,131765.19
21.36663989,0.93033383,258437.822
20.70812522,1.11463972,243622.893
16.71144398,1.722844155,121552.645
16.79294792,1.653915382,121506.798
17.55976993,1.313958997,138486.936
16.83918228,1.828975621,121482.206
18.06167739,1.246371331,154964.874
18.0887852,1.370726117,162441.017
16.41015783,2.338711229,104095.338
17.23148862,1.420411231,122089.648
17.18803159,1.418082218,117205.568
17.94814447,1.447673223,145147.996
16.71665607,3.000776349,101297.287
17.22663403,1.253140737,111930.425
17.39450517,1.433909819,129232.425
17.03029477,1.468862357,123762.796
17.61171826,1.393308313,135298.163
17.28264361,1.266910892,123785.002
18.05234694,1.679390776,159534.536
17.44668507,1.909310853,138344.347
17.54062656,1.173171471,127972.192
16.98163272,1.307007937,111372.42
17.96225459,1.061783616,143338.597
17.31594468,1.474912287,133715.285
18.71141684,0.899486296,149804.684
17.28462554,1.190549709,112713.712
20.11696374,0.919764368,217232.525
18.83478564,1.081947329,176910.946
18.28671512,1.466275827,169935.307
16.55098517,4.20251017,91471.797
18.03444898,1.213385083,140546.846
17.71048842,1.47953823,136291.508
17.10775438,1.964552904,129018.999
17.91584048,1.573180178,154040.609
17.80550112,1.729181474,141403.775
19.2144849,1.127105969,188541.557
17.11444799,2.110709823,136258.347
17.36683851,1.972769872,128605.896
16.31011312,1.944152024,93845.675
18.73011532,1.239079295,188307.733
20.70622732,1.012301725,251819.668
20.0906426,0.961225859,218638.676
18.04319622,1.641439623,175161.359
17.62694869,1.790670498,128894.149
18.24553343,1.45171873,159192.366
17.61470039,1.234452016,136172.464
17.9024624,1.286119781,155803.806
17.60113888,1.678784989,137725.9
21.37666929,0.932133427,316575.94
18.6991441,1.63676529,172715.723
21.69011618,0.972912974,275443.56
18.8024299,1.379203084,177341.282
17.99897719,1.791597112,141509.878
17.80982117,1.938424671,136370.689
18.98925249,1.214101614,197041.377
17.9818528,1.530590592,152931.96
18.1523128,1.437461624,154120.718
18.9324626,1.322332451,178452.624
20.15352327,1.07211046,214372.556
16.66422936,3.1945355,114325.976
17.80716962,1.824093817,151622.751
18.95887734,1.439407653,181249.092
17.85258021,1.794627435,137588.158
17.94082356,1.626160001,141549.257
18.72128441,1.537929616,168904.165
18.35424011,1.506247093,168246.508
19.72864643,1.147979091,202644.317
18.50678119,1.971677499,161012.886
18.34728154,1.555278025,160702.036
18.67615619,1.791595961,176659.745
18.44562414,1.303265012,162220.531
17.3755305,1.65346257,122644.327
17.93954905,1.841877264,140197.222
18.61677228,1.357423022,163391.907
21.78289214,0.942282656,266613.789
16.74030944,3.16051775,116387.145
20.9780092,0.924841441,255915.328
19.18755743,1.244454427,198349.615
18.42708604,1.681070214,164498.946
19.38218667,1.27646303,211126.825
18.69722573,1.36807867,173638.753
18.60564404,1.354750985,169913.965
20.08894821,1.030645116,209247.239
18.56486143,1.485758802,161245.85
18.39455952,1.619993429,163532.717
17.9716869,1.864898172,142378.982
18.45615074,1.14736889,150233.883
18.33161231,2.058623814,166030.546
21.34852056,0.990716671,254370.321
18.454843,1.426567105,167821.398
19.65689192,1.144374006,198805.167
20.80059422,1.01372385,247161.563
18.99949315,1.352013461,181705.889
17.9404908,1.809866241,153100.656
19.47776142,1.248289894,185601.466
18.0084458,1.609879869,139529.882
20.43005335,1.05866838,243467.527
18.71980342,1.501141373,176287.509
17.30379351,2.072898842,124272.69
18.72730173,1.066082973,151539.622
18.67130044,1.271341088,169385.817
18.18397151,2.097452559,130619.899
20.11441622,0.987420865,220719.736
19.05022572,1.44979479,184128.644
20.10123081,1.263479116,223949.399
20.86725761,1.097056294,261520.548
19.11188949,2.194691668,168188.056
18.65560318,1.634775329,172826.254
18.45565035,2.033560415,157625.612
20.73725199,1.093678771,245402.019
19.48313322,1.459770922,218191.129
19.23115025,1.569089876,193416.616
19.1137257,1.736627646,183449.669
18.39844912,2.193213267,137856.657
26.85302962,1.282728038,552861.079
19.34291395,1.297369699,183126.884
21.05421763,1.109171338,261637.631
19.38279443,1.703969313,192794.836
19.65161546,1.450638978,226859.832
18.81889529,1.874231509,181525.795
18.385785,3.061861649,163499.532
19.03110086,1.479115845,185297.745
19.66740476,1.458686165,201165.919
18.48334277,3.115249517,144587.839
18.41220899,2.342238051,156563.403
18.14478437,2.226221998,139704.308
19.4993782,1.704156796,202360.849
20.28969615,1.158828312,217013.287
19.14062695,1.242464005,161667.317
19.2714535,1.830170238,188652.421
20.70983172,1.109391793,232903.222
19.4601277,1.459385589,194076.002
19.7641271,1.662070573,197172.755
18.82425111,1.87169726,179645.223
18.74214689,1.731164587,156043.757
18.81985919,1.523619726,172254.69
19.0238884,2.06263458,200885.259
19.05487812,2.412813907,178846.409
19.90441132,1.75148622,225678.795
21.01380356,1.220081576,244177.87
18.55921604,3.738470178,178843.028
22.5273729,1.209127909,339647.679
20.82059101,1.274799202,242022.625
19.27235248,2.281985986,174539.708
19.44621197,1.741079735,185362.608
19.54123768,1.744446719,209658.409
20.25881931,1.386271436,220445.612
19.69533117,1.732519237,216613.305
18.33371757,4.363038969,132622.183
20.09469084,1.873797604,220856.361
19.34301579,2.221629875,180909.482
20.23077705,1.374971066,221705.652
19.55439004,1.632322207,202565.361
19.66772076,1.58872613,182274.488
19.64566873,1.855501681,201995.012
19.8370401,1.317635042,186017.432
20.15177734,1.341108301,229025.523
20.09695474,1.334526375,194918.734
21.91975593,1.139381754,287807.913
18.53878232,3.239722857,175007.092
20.56829478,1.857706645,233200.605
19.62621308,1.715980896,209288.109
21.19875397,1.310678196,253169.142
18.77557216,2.150553955,170079.136
19.39541363,2.097564337,205716.278
19.69095198,1.685826905,193832.494
20.25119922,2.192122597,222427.137
19.60494529,1.63686208,194634.461
19.64443433,1.451700228,185767.259
18.88629212,2.843956362,169508.442
19.97041287,1.68454825,230873.529
21.30311738,1.14909624,276017.96
19.64294581,1.962749117,192647.57
18.56553527,3.062499218,174491.926
27.33477858,1.448735412,633291.902
20.01729252,2.30269663,220091.393
18.54986172,2.433676902,173851.284
18.87899203,1.740568073,171213.015
20.68649777,1.390602835,237820.173
18.81242701,1.775303055,183279.901
21.51683852,1.224149382,288244.618
20.34536901,1.230319984,215936.142
18.52217806,2.986212857,179216.594
18.26423746,4.721809869,153325.148
19.22425343,2.763148533,184728.556
27.23110997,1.364807448,627732.74
18.09542042,3.732301163,169185.891
18.88984701,1.930532505,163050.917
20.28727261,1.469428155,213324.571
20.08444448,1.840610513,227071.788
19.41469675,1.981328048,196171.155
19.4928728,1.672880946,214967.606
19.22535175,2.125745398,184716.277
20.41577233,1.924223385,245398.266
20.02339956,1.792098097,210963.125
19.31434389,2.166971687,193682.052
18.78049121,1.747205653,155268.045
21.07626058,1.519296879,271657.783
22.1328272,1.738710602,292288.392
20.36938438,1.339562219,204877.518
21.18051298,1.441464755,269364.22
22.18966742,1.239215279,324948.675
19.7899333,2.405113484,225154.767
19.46504405,2.059726567,192117.33
